DocID,typeOfMaterial,news_desk,headline,lead_paragraph,word_count,publication_date,person,keywords,glocation,section_name
4fc499b845c1498b0da84b07,Letter, ," Letters; The Trouble With New York Schools Wrong Routes for Radioactive Waste Prescription for a Cleaner City Why Auto Workers in Togliatti, U.S.S.R., Don't Strike Now That the Children Are in the Pools Advice for Lovers Youngest Summiteer A 13-Year-Old's Gun ",Criminal Court Judge Jerome M Becker letter on Clifford P Albertson June 25 letterCriminal Court Judge Jerome M Becker letter on Clifford P Albertson June 25 letter | ,1966,07/07/1980, Alfred VOGELPAUL | ," CARTER, JIMMY | UNITED STATES | UNION OF SOVIET SOCIALIST REPUBLICS | NEW YORK CITY | NEW YORK CITY | NEW YORK CITY | NEW YORK STATE | UNITED STATES | UNION OF SOVIET SOCIALIST REPUBLICS | AUTOMOBILES | AUTOMOBILE REGISTRATION AND LICENSES | AUTOMOBILES | STREETS | CLEANLINESS | EDUCATION AND SCHOOLS | SCHOOL ADMINISTRATION AND COMMUNITY ROLE | ECONOMIC CONDITIONS AND TRENDS (GENERAL) | EDUCATION AND SCHOOLS | TRAVEL AND VACATIONS | ATOMIC ENERGY AND WEAPONS | TRANSPORT OF NUCLEAR MATERIALS | TRAVEL, PERSONAL | LABOR | FIREARMS | ", UNITED STATES | UNION OF SOVIET SOCIALIST REPUBLICS | NEW YORK CITY | NEW YORK CITY | NEW YORK CITY | NEW YORK STATE | UNITED STATES | UNION OF SOVIET SOCIALIST REPUBLICS | , 
4fc4a52245c1498b0dab6b22,Article,Health, Personal Health ,"HYPNOSIS, once regarded as little more than a primitive ritual and parlor trick, beloved by mystics but scorned by medicine, has emerged in recent decades as a potent weapon in treating a host of medical problems.HYPNOSIS, once regarded as little more than a primitive ritual and parlor trick, beloved by mystics but scorned by medicine, has emerged in recent decades as a potent weapon in treating a host of medical problems. | HYPNOSIS, once regarded as little more than a primitive ritual and parlor trick, beloved by mystics but scorned  by medicine, has emerged in recent decades as a potent weapon in treating a host of medical problems. | Jane E Brody article on hypnosis; discusses what it is, who should perform it and its value in treating pain and other medical and psychological problems (L) | ",1475,02/07/1980, Jane Brody | , HYPNOSIS | , , 
4fc49ad245c1498b0da89e53,Article, ," After Heated Debates, Family Parley Ends Quietly; Dissidents Walk Out For the Final Report ","LOS ANGELES, July 13--The Western White House Conference on Families ended quietly here yesterday with 613 delegates from 19 states and tour territories endorsing proposals to establish community advisory councils at local schools, aid to the disabled and tax reform.LOS ANGELES, July 13--The Western White House Conference on Families ended quietly here yesterday with 613 delegates from 19 states and tour territories endorsing proposals to establish community advisory councils at local schools, aid to the disabled and tax reform. | LOS ANGELES, July 13--The Western White House Conference on Families ended quietly here yesterday with 613 delegates from 19 states and tour territories endorsing proposals to establish community advisory councils at local schools, aid to the... | conference ends; some of proposals discussed; executive director John L Carr comments; dissidents walk out, protesting lack of discussion on moral issues (S) | ",759,14/07/1980, Sharon Special | , HANDICAPPED | FAMILIES AND FAMILY LIFE | , , 
4fc499ba45c1498b0da84efe,Letter, , Letters; What the E.P.A. Thinks of New York Transit Official Noisemakers In Our Subways The Sparse Watch on America's Borders Wrong G.O.P. Turn Koch's Peace Purchase Parents vs. the Not-So-Persuasive Fighters of Drug Abuse ,Repr Hamilton Fish Jr letter on July 7 article on problems of Border Patrol; notes illegal border crossings are increasing and says that undermanned patrol is no match for well-organized smugglers (S)Repr Hamilton Fish Jr letter on July 7 article on problems of Border Patrol; notes illegal border crossings are increasing and says that undermanned patrol is no match for well-organized smugglers (S) | ,2050,19/07/1980, Charles WARRENALBERT | ," NEW YORK CITY METROPOLITAN AREA | NEW YORK CITY | NEW YORK CITY | UNITED STATES | UNITED STATES | UNITED STATES | AIR POLLUTION | FINANCES | EXPENSE BUDGET | GOVERNMENT EMPLOYEES AND OFFICIALS | DRUG ADDICTION, ABUSE AND TRAFFIC | WOMEN | IMMIGRATION AND EMIGRATION | ", NEW YORK CITY METROPOLITAN AREA | NEW YORK CITY | NEW YORK CITY | UNITED STATES | UNITED STATES | UNITED STATES | , 
4fc499bc45c1498b0da85103,Article, , A Summary of Reagan's Positions on the Major Issues of This Year's Campaign; Actions as Governor Stress on Unity Social Policy The Economy Energy Role of Government Foreign-Military Policy Criticism on Hostages ,"DETROIT, July 15--Ronald Reagan, the Republican Presidential nominee in waiting, is a man of clear convictions.DETROIT, July 15--Ronald Reagan, the Republican Presidential nominee in waiting, is a man of clear convictions. | Summary of Ronald Reagan's stand on energy issues (S) | ",2709,16/07/1980, Douglas KNEELAND | ," UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | REPUBLICAN PARTY | TAXATION | FEDERAL TAXES (US) | ARMS CONTROL AND LIMITATION AND DISARMAMENT | PRESIDENTIAL ELECTION OF 1980 | ISSUES AND PLATFORMS | PRESIDENTIAL ELECTION OF 1980 | CONVENTIONS, NATIONAL | INTERNATIONAL RELATIONS | COMMUNIST-WESTERN RELATIONS | INTERNATIONAL RELATIONS | POLITICS AND GOVERNMENT | UNITED STATES ARMAMENT AND DEFENSE | GENERAL POLICY AND STRATEGY | SOCIAL CONDITIONS AND TRENDS | ECONOMIC CONDITIONS AND TRENDS | ENERGY AND POWER | ", UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | , 
4fc4a39c45c1498b0dab043d,Article, , Personal Health; How Much Fiber Is in Your Food? ,HIGH-FIBER breads and cereals continue to push the overly refined pasty white stuff off the shelves as mil lions of Americans discover that those ...HIGH-FIBER breads and cereals continue to push the overly refined pasty white stuff off the shelves as mil lions of Americans discover that those ... | HIGH-FIBER breads and cereals continue to push the overly refined pasty white stuff off the shelves as mil  lions of Americans discover that those ... | Jane Brody article on value of high-fiber foods in nutrition and health; list of fiber content of some foods (M) | ,1543,23/07/1980, Jane Brody | , UNITED STATES | FOOD AND GROCERY TRADE | , UNITED STATES | , 
4fc49acd45c1498b0da89909,Article, , Drug DMSO Studied as Unauthorized Use Rises ,"For more than 10 years, dimethyl sul-- foxide, or DMSO, has been the center of controversy. For some physicians and patients it is a ""miracle"" drug that helps to provide rapid relief from sprains, arthritis, shingles, skin ulcers and a variety of other rare and common conditions.For more than 10 years, dimethyl sul-- foxide, or DMSO, has been the center of controversy. For some physicians and patients it is a ""miracle"" drug that helps to provide rapid relief from sprains, arthritis, shingles, skin ulcers and a variety of other rare and common conditions. | For more than 10 years, dimethyl sul-- foxide, or DMSO, has been the center of controversy. For some physicians and patients it is a ""miracle"" drug that helps to provide rapid relief from sprains, arthritis, shingles, skin ulcers and a variety of... | Concern over DMSO (dimethyl sulfoxide) reported as unauthorized use of drug rises; Sen Edward M Kennedy will hold Senate hearing into drug's status at FDA; Health and Human Services Dept is also conducting probe into regulatory procedure that drug has undergone at FDA; FDA Comr Jere E Goyan and Drs Arthur L Scherbel (Cleveland Clinic) and John Baum (Chicago University) comment (M) | ",665,31/07/1980, Karen DE WITT | , DRUGS AND DRUG TRADE | , , 
4fc4a52745c1498b0dab7212,Front Page, , CONSERVATIVES JOIN ON SOCIAL CONCERNS; Groups Building a Loose Coalition to Support Their Moral Values Single-Issue Groups Build Political Coalition Around Traditional Moral Values Effect on Platform Many Support Reagan Concerned About Government ,"In his acceptance speech at the Republican National Convention, Ronald Reagan described his party as one ""ready to build a new consensus with all those across the land who share a community of values embodied in these words: family, work, neighborhood, peace and freedom.""In his acceptance speech at the Republican National Convention, Ronald Reagan described his party as one ""ready to build a new consensus with all those across the land who share a community of values embodied in these words: family, work, neighborhood, peace and freedom."" | In his acceptance speech at the Republican National Convention, Ronald Reagan described his party as one ""ready to build a new consensus with all those across the land who share a community of values embodied in these words: family, work,... | Article on grouping of single-issue groups (those opposed to abortion, proposed equal rights amendment for women, drafting of women, homosexuality and pornography and for prayer in schools) in coalition whose goals are described as 'pro-family'; Ronald Reagan seen having signaled growing importance of cluster of issues referred to as 'traditional moral values by those trying to mobilize new constituency around them in his speech at Republican National Convention accepting Presidential nomination; social conservatives have helped swell ranks of political right and are in turn getting tactical expertise; feminists protests against charges leveled against them by pro-family activists noted; Reagan's stands against abortion and rights amendment have won him support of many social conservatives; activists on both sides of above issues agree that rapid change in US society has left many people feeling rudderless and confused, yearning for more ordered world; importance of evengelical Christians in coalition noted; comments by Peter Gemma (National Pro-Life Political Action Committee); Mary Crisp, rights amendment backer who was asked to step down as Republican co-chairman; Phyliss Schlafly (Stop ERA leader); conservative Sen Jesse Helms; Sen Paul Laxalt, Reagan's campaign chairman and author of Family Protection Act; conservative fund-raiser Richard Viguerie and others (L) | ",1489,30/07/1980, Leslie BENNETTS | , UNITED STATES | UNITED STATES | ABORTION | HOMOSEXUALITY | POLITICS AND GOVERNMENT | SOCIAL CONDITIONS AND TRENDS | , UNITED STATES | UNITED STATES | , 
4fc4a56345c1498b0dab80b8,Article,Health, U.S. Finds Nearly Everyone Is Exposed to Carcinogens; Smoking Is a Factor ,"WASHINGTON, Aug. 6 (AP)--The Government today issued its first report on chemicals associated with cancer and found that virtually every American was exposed at low levels to some type of cancer-causing agent.WASHINGTON, Aug. 6 (AP)--The Government today issued its first report on chemicals associated with cancer and found that virtually every American was exposed at low levels to some type of cancer-causing agent. | Report by US Health and Human Services Department finds virtually all Americans are exposed at low levels to some type of carcinogen; examines effects of 26 drugs, compounds and processes; Dr David Rall notes next annual report will cover 100 carcinogens (S) | ",385,07/08/1980, , CANCER | , , 
4fc4a3a545c1498b0dab0acd,Article,Health, Cloned Antibodies Promise Medical Revolution; Cell-Fusion Technique May Lead To New Vaccines and Treatment Medical Revolution Heart Study Shows Effectiveness Used for Virus 'Fingerprinting' May Aid Fight Against Malaria ,"REVOLUTIONARY changes in understanding and treatment of disease, development of vaccines and other advances appear to be in prospect because of a technique for producing antibodies that is coming into laboratory use throughout the world.REVOLUTIONARY changes in understanding and treatment of disease, development of vaccines and other advances appear to be in prospect because of a technique for producing antibodies that is coming into laboratory use throughout the world. | REVOLUTIONARY changes in understanding and treatment of disease, development of vaccines and other advances  appear to be in prospect because of a technique for producing antibodies that is coming into laboratory use throughout the world. | New cell-fusion technique for producing antibodies promises to pave way for revolutionary changes in understanding and treatment of disease and other advances; antibodies, called monoclonal because each type is produced by single clone of cells, are already having major impact on science of immunology; new technique is being used increasingly in laboratories around world; studies underway by several research teams described; technique was originated in '75 by Drs Georges Kohler and Cesar Millstein at Medical Research Council Laboratory in Cambridge, Eng; drawings (L) | ",1404,05/08/1980,  | , BIOLOGY AND BIOCHEMISTRY | , , 
4fc4a72d45c1498b0dac0246,Letter, , Letters; Draft Registration and the State of the Military To Rediscover Our Traffic Laws G.O.P. Focus on Arms Amphibious Challenge How Americans Use Their Minor Tranquilizers A Freight Rail Plan In Need of a Tunnel Raises for All ,Theodore W Scull letter on July 8 article on status of rail freight in NYC (S)Theodore W Scull letter on July 8 article on status of rail freight in NYC (S) | ,1980,01/08/1980, Richard SHAHI | ," NEW YORK CITY | NEW YORK CITY | UNITED STATES | UNION OF SOVIET SOCIALIST REPUBLICS | UNITED STATES | UNITED STATES | ROADS AND TRAFFIC | ACCIDENTS AND SAFETY | ROADS AND TRAFFIC | EXPRESS AND PARKWAYS | TRANQUILIZING DRUGS | LABOR | WAGES AND HOURS | INTERNATIONAL RELATIONS | COMMUNIST-WESTERN RELATIONS | UNITED STATES ARMAMENT AND DEFENSE | GENERAL POLICY AND STRATEGY | ARMAMENT, DEFENSE AND MILITARY FORCES | UNITED STATES ARMAMENT AND DEFENSE | DRAFT AND RECRUITMENT, MILITARY | UNITED STATES ARMAMENT AND DEFENSE | DRAFT AND RECRUITMENT, MILITARY | ECONOMIC CONDITIONS AND TRENDS | RAILROADS | FREIGHT | ", NEW YORK CITY | NEW YORK CITY | UNITED STATES | UNION OF SOVIET SOCIALIST REPUBLICS | UNITED STATES | UNITED STATES | , 
4fc4a41845c1498b0dab1d81,Article, , Some Regulation's O.K. ,"WASHINGTON A major preoccupation of economic-policy makers in recent years has been the slowing rate of economic growth in the United States, with particular concern focused on the low rate of improvement in productivity.WASHINGTON A major preoccupation of economic-policy makers in recent years has been the slowing rate of economic growth in the United States, with particular concern focused on the low rate of improvement in productivity. | ",690,19/08/1980,  | , , , 
4fc4a39a45c1498b0dab01a6,Article, , to the Terminally Ill?--Yes! ,"MOST people are indifferent to the pain of others, not because they are cold or lack normal emotion, but because someone else's pain cannot be felt or experienced, merely described.MOST people are indifferent to the pain of others, not because they are cold or lack normal emotion, but because someone else's pain cannot be felt or experienced, merely described. | MOST people are indifferent to the pain of others, not because they are cold or lack normal emotion, but  because someone else's pain cannot be felt or experienced, merely described. | NJ Assemblyman C Louis Bassano article urges legalizing sale of marijuana and heroin to ease pain of terminally ill (L) | ",933,17/08/1980, C. BASSANO | ," UNITED STATES | DRUGS AND DRUG TRADE | DRUG ADDICTION, ABUSE AND TRAFFIC | ", UNITED STATES | , 
4fc4a68545c1498b0dabd090,Article, , U.S. Aid to Medicine ,"STANFORD, Calif.--The Senate Subcommittee on Labor, Health, Education and Welfare Appropriations is expected to act shortly on the 78 million budget recommended by President Carter for the National Centers...STANFORD, Calif.--The Senate Subcommittee on Labor, Health, Education and Welfare Appropriations is expected to act shortly on the 78 million budget recommended by President Carter for the National Centers... | John Bunker article on case for increased Federal aid to medicine and importance of improving nation's capacity to evaluate health care (M) | ",779,28/08/1980, John Bunker | , UNITED STATES | MEDICINE AND HEALTH | , UNITED STATES | , 
4fc499b945c1498b0da84cee,Article, , The Region; New Cancer X-Rays Clear for Gov. Grasso A Failure of Hot Air New PATH Talks Yonkers Sludge Unit Suit Charges Abuse At Essex Hospital ,Gov Grasso undergoes further testing for cancer; results are negative (S)Gov Grasso undergoes further testing for cancer; results are negative (S) | ,485,27/08/1980, , NEW JERSEY | CONNECTICUT | MENTAL HEALTH AND DISORDERS | SEWAGE AND INDUSTRIAL WASTES | , NEW JERSEY | CONNECTICUT | , 
4fc4a56045c1498b0dab7ccf,Article, , Health; NEW HOPE FOR HYPERACTIVE CHILDREN ,It has been 15 years since the allergies Benjamin Feingold developed his theory that an additivefree diet is a key weapon in the treatment of hyperactive children.It has been 15 years since the allergies Benjamin Feingold developed his theory that an additivefree diet is a key weapon in the treatment of hyperactive children. | Joseph R Hixson on latest approaches to treatment of hyperactivity in children; most of research supports Dr Benjamin Feingold's theory that additive-free diet is key weapon to treatment of disorder; illustration | ,2916,24/08/1980, Joseph Hixson | , CHILDREN AND YOUTH | BEHAVIOR AND TRAINING | , , 
4fc4a3a545c1498b0dab0aff,Article, , Jersey Making Homes Responsible For Welfare of Ex-Mental Patients; Growing National Problem Inadequate Support Systems Jersey Making Homes Responsible For Welfare of Ex-Mental Patients Boarding Homes Filling Need Books Required on Funds Few Amenities in Homes 'A Profit Motive at Work ,"ASBURY PARK, N.J.--A new state law requiring licenses and annual inspections for about 2,000 unlicensed boarding homes where former mental patients live holds the homes responsible, for the first time, for how their residents are faring.ASBURY PARK, N.J.--A new state law requiring licenses and annual inspections for about 2,000 unlicensed boarding homes where former mental patients live holds the homes responsible, for the first time, for how their residents are faring. | NJ law requiring licenses and annual inspections for some 2,000 unlicensed boarding homes where former mental patients live holds homes responsible, for 1st time, for welfare of residents; although stricter regulations are expected to go a long way toward ending most flagrant abuses and exploitation of former mental patients, officials concede that community-based support Systems are inadequate to meet residents' needs; plight of ex-mental patients stirred widespread attention in July when fire engulfed Brinley Inn; illustration of patients in Asbury Carlton shelter, Asbury Park (L) | ",1641,02/09/1980, Joseph SULLIVAN | ," NEW JERSEY | MENTAL DEFICIENCY AND DEFECTIVES | HOTELS, BARS, MOTELS, NIGHT CLUBS AND RESTAURANTS | BOARDING HOUSES | ", NEW JERSEY | , 
4fc4a52245c1498b0dab6a80,Article,Health, Rise in Drug Addicts Strains Programs in New York State; Federal Help Asked Rise in Addiction Forecast Rise in Drug Addicts Strains New York State's Treatment Programs Importance of Timing Noted 'People Are the Problem' Proposed U.S. Cut Assailed State-Run 'Jails' Opposed ,"For the first time since the early 1970's, when large-scale drug-addiction programs were being established, New York State's treatment facilities are being strained beyond their capaacity, according to state officials.For the first time since the early 1970's, when large-scale drug-addiction programs were being established, New York State's treatment facilities are being strained beyond their capaacity, according to state officials. | NYS officials report that for first time since '70s, when large-scale drug treatment programs were being set up, NYS treatment centers are strained beyond capacity; State Division of Substance Abuse Services director Julio Martinez links increased addiction to influx of heroin from Southeast Asia (M) | ",1422,01/09/1980, Jill SMOLOWE | ," NEW YORK STATE | DRUG ADDICTION, ABUSE AND TRAFFIC | THERAPY FOR AND REHABILITATION OF ADDICTS | ", NEW YORK STATE | , 
4fc4a81a45c1498b0dac3c41,Article, , Find Another Use for Pilgrim State ,"WHEN my wife and I bought our home in what we then considered the wilds of Suffolk County in 1961, we were well aware that the main buildings of Pilgrim State Hospital were only a mile or two away.WHEN my wife and I bought our home in what we then considered the wilds of Suffolk County in 1961, we were well aware that the main buildings of Pilgrim State Hospital were only a mile or two away. | WHEN my wife and I bought our home in what we then considered the wilds of Suffolk County in 1961, we  were well aware that the main buildings of Pilgrim State Hospital were only a mile or two away. | Michael Dorman article on fears that plague homeowners in vicinity of Pilgrim State Hospital, Suffolk County, NY, because of plans to convert hospital into facilities that community finds unacceptable (L) | ",1124,14/09/1980, Michael DORMAN | , NEW YORK STATE | MENTAL HEALTH AND DISORDERS | , NEW YORK STATE | , 
4fc4a52045c1498b0dab679a,Article, , News Summary; International National Metropolitan , News Summary; International National Metropolitan ,857,11/09/1980, , , , 
4fc4a39c45c1498b0dab0437,Article, , Personal Health; Reducing the level of cholesterol: Are there real benefits? ,"DURING the last two months, doctors have been besieged by calls from patients asking whether, in light of the recent advice on cholesterol from the prestigious National Academy of Sciences, it's all right to eat ""anything I want.""DURING the last two months, doctors have been besieged by calls from patients asking whether, in light of the recent advice on cholesterol from the prestigious National Academy of Sciences, it's all right to eat ""anything I want."" | DURING the last two months, doctors have been besieged by calls from patients asking whether, in light of the recent  advice on cholesterol from the prestigious National Academy of Sciences, it's all right to eat ""anything I want."" | Jane E Brody article on confusion over intake of cholesterol and fats in diet; reviews National Academy of Sciences board report; cites other studies that differ with academy's report; says further studies are needed (L) | ",1275,10/09/1980, Jane Brody | , UNITED STATES | HEART | FOOD AND GROCERY TRADE | , UNITED STATES | , 
4fc4a52845c1498b0dab7321,Article,Health, The 'Poisoning' Of America ,"LOS ANGELES--In its extensive coverage of the environmental situation at Love Canal, Three Mile Island, and numerous other places, the press often seems intent on showing how modern technology, including the chemical industry and nuclear-power plants, is poisoning Americans with the introduction of carcinogens and other unhealthy pollutants into the environment.LOS ANGELES--In its extensive coverage of the environmental situation at Love Canal, Three Mile Island, and numerous other places, the press often seems intent on showing how modern technology, including the chemical industry and nuclear-power plants, is poisoning Americans with the introduction of carcinogens and other unhealthy pollutants into the environment. | LOS ANGELES--In its extensive coverage of the environmental situation at Love Canal, Three Mile Island, and numerous other places, the press often seems intent on showing how modern technology, including the chemical industry and nuclear-power... | James E Enstrom article questions validity of studies that focus on adverse impact of carcinogens and other environmental pollutants while ignoring other factors that may have beneficial effects on human health (M) | ",798,09/09/1980, James Enstrom | , UNITED STATES | UNITED STATES | UNITED STATES | POPULATION AND VITAL STATISTICS | MEDICINE AND HEALTH | ENVIRONMENT | , UNITED STATES | UNITED STATES | UNITED STATES | , 
4fc4a52145c1498b0dab6a07,Article, ," Evans Case Sheds Light on Drug Use in Hollywood; Paid $19,000 for 5 Ounces Effect on Careers Heroin Also Being Used Question of Prevalence ","LOS ANGELES, Sept. 21--Robert Evans, the 50-year-old movie producer who will face sentencing in New York on Oct. 7 for possession of cocaine, ...LOS ANGELES, Sept. 21--Robert Evans, the 50-year-old movie producer who will face sentencing in New York on Oct. 7 for possession of cocaine, ... | Article on widespread drug use by Hollywood film personalities; prevalent use of cocaine cited; those arrested on drug-related charges include producers Robert Evans and Stan Dragoti and actresses Louise Lasser, Gail Fisher and Mackenzie Phillips; Richard Pryor's accident recalled; portraits of Dragoti, Pryor and Evans (M) | ",1316,22/09/1980, Aljean Special | , MOTION PICTURES | PERSONNEL | , , 
4fc4a68545c1498b0dabd082,Article, , MEDICINE CATCHES UP WITH THE SPORTS BOOM ,"Hippocrates and Galen--the precursors of today's physicians who specialize in sports medicine--are known to have been on hand when young men, naked and gleaming with the oil that kept the dust from their pores, pushed themselves to exhaustion in athletic endeavors ...Hippocrates and Galen--the precursors of today's physicians who specialize in sports medicine--are known to have been on hand when young men, naked and gleaming with the oil that kept the dust from their pores, pushed themselves to exhaustion in athletic endeavors ... | Hippocrates and Galen--the precursors of today's physicians who specialize in sports medicine--are known to have been on hand when young men, naked and gleaming with the oil that kept the dust from their pores, pushed themselves to exhaustion in... | James C G Conniff article examines growth of sports medicine in US; illus (M) | ",5934,05/10/1980, James G | , UNITED STATES | UNITED STATES | ATHLETICS AND SPORTS | MEDICINE AND HEALTH | , UNITED STATES | UNITED STATES | , 
4fc4a68645c1498b0dabd13c,Article, ," COMPANY NEWS; Korvettes Resignation Ingersoll Set To Buy Papers Genentech Priced at 35 Signal and Ampex In New Merger Bid Holiday Inns Quits Jersey Casino Deal Firestone in Court In Gold-Trading Suit Raybestos, A.V.C. Agree to Merge Elf Group Contracts For Venezuelan Oil Conoco and Ashland Raise Gas Prices Storage Revises Bid For Documation Inc. Schlumberger Plans Sale of Rowan Stock ",planned resignations of Ris and Pahlinich noted (S)planned resignations of Ris and Pahlinich noted (S) | ,2213,14/10/1980,  | ," UNITED STATES | ROWAN COMPANIES INC | GENENTECH INC. | AVC CORP. | DOCUMATION INC. | AMPEX CORP. | SHOPPERS DRUG MART | KORVETTE, E J, INC. | GOLD | GLENDALE NEWS PRESS | DRUGS AND DRUG TRADE | OIL (PETROLEUM) AND GASOLINE | PRICES | OIL (PETROLEUM) AND GASOLINE | INTERNATIONAL TRADE AND WORLD MARKET | BURBANK STAR DAILY REVIEW | CALIFORNIA OFFSET PRINTERS | ", UNITED STATES | , 
4fc499bd45c1498b0da85176,Article, , THE MORNING SICKNESS DRUG CONTROVERSY; BENDECTIN ,"The hearings were being held in a stuffy, crowded conference room at the Food and Drug Administration headquarters in Rockville, Md. Doctors, lawyers, F.D.A. officials, consumer ...The hearings were being held in a stuffy, crowded conference room at the Food and Drug Administration headquarters in Rockville, Md. Doctors, lawyers, F.D.A. officials, consumer ... | John de St Jorre article on controversy over Bendectin, drug taken by 30 million women for morning sickness; drug's opponents allege that it has caused serious birth defects in small but significant number of children whose mothers took drug during first trimester of pregnancy; under Congressional and public pressure, FDA held hearings on Sept 14-15 to determine safety of drug; illustration (L) | ",3310,12/10/1980, John de St | ," PREGNANCY, OBSTETRICS AND MATERNAL WELFARE | BIRTH DEFECTS (CONGENITAL DEFECTS) | ", , 
4fc4a46445c1498b0dab3d6f,Article, ," COMPANY NEWS: EARNINGS; Dow, Celanese Lower; Allied, Merck Gain Dow Chemical Allied Chemical Merck & Company Pfizer Inc. Celanese Corporation R.J. Reynolds's Net Shows Rise of 26.1% Alcoa G.T.E. SCM Union Pacific Southern Pacific Kaiser Steel ","3d-quarter net fell 57.6%, to $17.7 million (S)3d-quarter net fell 57.6%, to $17.7 million (S) | ",1452,17/10/1980, Phillip WIGGINS | ," GENERAL TELEPHONE & ELECTRONICS CORP. | ALLIED CHEMICAL CORP. | DOW CHEMICAL CO. | MERCK & CO INC. | SOUTHERN PACIFIC CO. | ALUMINUM CO OF AMERICA | CELANESE CORP. | PFIZER INC. | SCM CORP. | UNION PACIFIC CORP. | REYNOLDS, R J, INDUSTRIES INC. | KAISER STEEL CORP. | ", , 
4fc4a41f45c1498b0dab2751,Article, , The Doctor's World; 'Breakbone Disease' Worries Physicians As It Makes First Appearance in 35 Years ,"THE backache is so painful that the viral infection is nick named ""breakbone fever."" Its real name is dengue fever, it is transmitted by mosquitoes and it reappeared in the continental United States last month after an absence of 35 years.THE backache is so painful that the viral infection is nick named ""breakbone fever."" Its real name is dengue fever, it is transmitted by mosquitoes and it reappeared in the continental United States last month after an absence of 35 years. | THE backache is so painful that the viral infection is nick  named ""breakbone fever."" Its real name is dengue fever, it is transmitted by mosquitoes and it reappeared in the continental United States last month after an absence of 35 years. | doctors are concerned about reappearance of dengue fever after absence of 35 years; painful viral infection, nicknamed 'breakbone fever', is transmitted by mosquitoes; symptoms noted; only treatment is symptomatic; disease has broken out recently in Texas; epidemics elsewhere have tended to be explosive, affecting large numbers of people (S) | ",969,28/10/1980, Lawrence ALTMAN | , DENGUE FEVER | , , 
4fc4a41945c1498b0dab1f01,Article, ," Ideas & Trends; Regents Crack the Door to Foreign Medical Graduates Latest Pill Study Calls for Another Mail-Ad Lawyers Given State O.K. Thomson Throws in Towel, and Times Unhealthy Gap In Coverage Classroom Crisis For the Sciences "," Ideas & Trends; Regents Crack the Door to Foreign Medical Graduates Latest Pill Study Calls for Another Mail-Ad Lawyers Given State O.K. Thomson Throws in Towel, and Times Unhealthy Gap In Coverage Classroom Crisis For the Sciences ",1321,26/10/1980, Margot Slade | Tom Ferrell | , , , 
4fc4a46345c1498b0dab3c8f,Editorial, , Medicine as Enterprise ,"President Eisenhower once warned of a ""militaryindustrial complex."" Now the editor of the nation's leading medical journal is concerned about a ""medical-industrial complex."" Its components aren't the oldline companies that produce drugs, supplies and equipment but, rather, new suppliers of health care and medical services.President Eisenhower once warned of a ""militaryindustrial complex."" Now the editor of the nation's leading medical journal is concerned about a ""medical-industrial complex."" Its components aren't the oldline companies that produce drugs, supplies and equipment but, rather, new suppliers of health care and medical services. | President Eisenhower once warned of a ""militaryindustrial complex."" Now the editor of the nation's leading medical journal is concerned about a ""medical-industrial complex."" Its components aren't the oldline companies that produce drugs, supplies and... | Editorial scores growing number of physician-owned companies supplying health care and medical services; cites possible conflict of interest (M) | ",497,30/10/1980, , UNITED STATES | MEDICINE AND HEALTH | , UNITED STATES | , 
4fc499b945c1498b0da84ce7,Article,Health, Personal Health ,"COUGHS break the silence between scenes of a play and movements at a concert. They punctuate the smoke-filled air at the rear of airplanes. They compete with the teacher in an elementary school classroom and keep concerned parents awake at night.COUGHS break the silence between scenes of a play and movements at a concert. They punctuate the smoke-filled air at the rear of airplanes. They compete with the teacher in an elementary school classroom and keep concerned parents awake at night. | COUGHS break the silence between scenes of a play and movements at a concert. They punctuate the smoke-filled air at the rear of airplanes. They compete with the teacher in  an elementary school classroom and keep concerned parents awake at night. | Jane E Brody article discusses causes, symptoms, adverse effects and treatment of coughs; observes that the cough, an extremely common, annoying and sometimes debilitating condition, is also a potentially life-saving reflex, clearing airways of irritating or obstructing substances (M) | ",1077,29/10/1980, Jane Brody | , COUGHS | , , 
4fc4a5e545c1498b0daba384,Article, , Women in Office: How Have They Affected Women's Issues?; News Analysis Impact of Officeholders A Substantive Role One Woman's Record Appointments Seen as Vital Women Want Broader Role ,"At the end of the Democratic convention in August, after feminists had succeeded in passing minority reports to strengthen the platform's support of the proposed equal rights amendment and of Federal funds for abortions, Eleanor Smeal was discussing the impact of the convention's rule requiring equal representation of female delegates.At the end of the Democratic convention in August, after feminists had succeeded in passing minority reports to strengthen the platform's support of the proposed equal rights amendment and of Federal funds for abortions, Eleanor Smeal was discussing the impact of the convention's rule requiring equal representation of female delegates. | At the end of the Democratic convention in August, after feminists had succeeded in passing minority reports to strengthen the platform's support of the proposed equal rights amendment and of Federal funds for abortions, Eleanor Smeal was discussing... | Article on impact of increasing numbers of women in public office notes their pronounced concern for women's rights and opportunities, and Repr Elizabeth Holtzman's assertion that 'vast majority' of new bills affecting status of women are introduced by women | ",1541,04/11/1980, Leslie BENNETTS | , UNITED STATES | UNITED STATES | UNITED STATES | WOMEN | GOVERNMENT EMPLOYEES AND OFFICIALS | LAW AND LEGISLATION (FEDERAL) | , UNITED STATES | UNITED STATES | UNITED STATES | , 
